Metodo,Ruta,OperationId,Tags,TieneSecurity,Security,Summary
POST,/TaskDefinitions,,TaskDefinitions,No,None,Registro de task definitions: registra una solicitud de post dentro de task definitions para la ruta /TaskDefinitions
GET,/TaskDefinitions/{id},,TaskDefinitions,No,None,Consulta de task definitions: consulta get dentro de task definitions para la ruta /TaskDefinitions/{id}
PUT,/TaskDefinitions/{id},,TaskDefinitions,No,None,Actualización de task definitions: actualiza información de put dentro de task definitions para la ruta /TaskDefinitions/{id}
DELETE,/TaskDefinitions/{id},,TaskDefinitions,No,None,Eliminación de task definitions: elimina recursos asociados a delete dentro de task definitions para la ruta /TaskDefinitions/{id}
GET,/Transactions,,Transactions,No,None,Listado operativo de transacciones ACH con filtros de ciclo y cámara
POST,/Transactions,,Transactions,No,None,Registro operativo de transacción ACH individual
GET,/Transactions/company-entry-descriptions,,Transactions,No,None,Catálogo de Company Entry Descriptions para originación ACH
GET,/Transactions/policies/preview,,Transactions,No,None,Prevalidación de políticas ACH antes de registrar transacción
POST,/Transactions/bulk/submit,,Transactions,No,None,Submit bulk legacy de ingestión transaccional
POST,/Transactions/bulk,,Transactions,No,None,Registro masivo legacy de transacciones en línea
GET,/Transactions/{id},,Transactions,No,None,Consulta puntual de transacción ACH por identificador
GET,/api/Users,,Users,No,None,Consulta de users: consulta get users dentro de users para la ruta /api/Users
POST,/api/Users,,Users,No,None,Registro de users: registra una solicitud de create user dentro de users para la ruta /api/Users
GET,/api/Users/validate-email-domain,,Users,No,None,Consulta de users: consulta validate email domain dentro de users para la ruta /api/Users/validate-email-domain
GET,/api/Users/{id},,Users,No,None,Consulta de users: consulta get user dentro de users para la ruta /api/Users/{id}
PUT,/api/Users/{id},,Users,No,None,Actualización de users: actualiza información de update user dentro de users para la ruta /api/Users/{id}
DELETE,/api/Users/{id},,Users,No,None,Eliminación de users: elimina recursos asociados a deactivate user dentro de users para la ruta /api/Users/{id}
POST,/api/Users/{id}/roles,,Users,No,None,Registro de users: registra una solicitud de assign roles dentro de users para la ruta /api/Users/{id}/roles
